Date,port_return,spy_return,active_return
2026-01-28,0.0002936721585583461,-0.00010066990364987483,0.00039434206220822094
2026-01-29,-0.0010209536715781397,-0.0019843824489698125,0.0009634287773916729
2026-01-30,-0.00407490717987234,-0.0029825802604032114,-0.0010923269194691287
2026-02-02,0.005229616388161748,0.004971362130935519,0.00025825425722622846
2026-02-03,-0.009099904574713267,-0.00845539643070059,-0.000644508144012677
2026-02-04,-0.006360496214698073,-0.004843921678897134,-0.001516574535800939
2026-02-05,-0.01180205737792079,-0.012489211256201727,0.0006871538782809369
2026-02-06,0.019830178190589767,0.019184711840951385,0.0006454663496383815
2026-02-09,0.0053969335234766045,0.004821832103010459,0.0005751014204661451
2026-02-10,-0.003826977886426224,-0.002637160432080843,-0.0011898174543453813
2026-02-11,-0.00045341869004586894,-0.00023105881441631837,-0.00022235987562955057
2026-02-12,-0.015587798874565028,-0.0154488742279012,-0.00013892464666382873
2026-02-13,-0.00028199097174037255,0.0007044854938154099,-0.0009864764655557825
2026-02-17,0.0012635010626011439,0.0016134664707250224,-0.0003499654081238785
2026-02-18,0.0056732640984841045,0.005037758541617032,0.0006355055568670722
2026-02-19,-0.0025809988767007148,-0.0026374339404172664,5.6435063716551645e-05
2026-02-20,0.007698823864893998,0.007231864589122949,0.00046695927577104866
2026-02-23,-0.010048187899171508,-0.010211314710874664,0.00016312681170315563
2026-02-24,0.0071394737375438545,0.00726845293039502,-0.00012897919285116514
2026-02-25,0.008342563722349454,0.008438348943581309,-9.578522123185503e-05
2026-02-26,-0.006778118983993805,-0.005554476391621099,-0.001223642592372706
2026-02-27,-0.004284740954146501,-0.004801943258527341,0.0005172023043808404
2026-03-02,0.0003572982154728928,0.0005685787823312971,-0.0002112805668584043
