ticker,weight_%
A,0.063808274177
AAPL,6.623301824099
ABBV,0.716829880375
ABNB,0.091226500965
ABT,0.408502693911
ADBE,0.262192134431
ADI,0.213617799936
ADM,0.050715215417
ADP,0.208275912343
ADSK,0.119062075126
AEE,0.049679837853
AEP,0.105730522242
AES,0.016550646598
AFL,0.094139806876
AIG,0.076167026338
AIZ,0.019149198642
AJG,0.139085334024
AKAM,0.01894583709
ALB,0.01685675191
ALGN,0.015070421488
ALL,0.099038780249
AMAT,0.287887356235
AMD,0.46011124135
AME,0.07630599831
AMGN,0.266187484596
AMP,0.081072898601
AMT,0.15774440393
AMZN,3.734978096006
ANET,0.26312413021
AOS,0.015074195443
APA,0.015477155422
APD,0.106293989854
APH,0.264726331182
APO,0.107399336085
APP,0.340843190019
ARE,0.022649890583
ATO,0.047816124994
AVB,0.048420058834
AVGO,2.719725323626
AVY,0.022401353185
AWK,0.047863654038
AXON,0.098663213464
AXP,0.31591982549
AZO,0.125762758004
BA,0.285964919107
BAC,0.616100285254
BALL,0.023951301029
BAX,0.020557793735
BBY,0.025746448134
BDX,0.094367917544
BEN,0.012624147075
BF/B,0.008698502265
BIIB,0.03601970544
BK,0.134591491901
BKNG,0.306674723302
BKR,0.084089435369
BLDR,0.023676823189
BLK,0.29418757927
BMY,0.160804817357
BR,0.048794732784
BRK/B,1.615779734481
BRO,0.048066396274
BSX,0.253464801632
BX,0.22063822307
BXP,0.019108876941
C,0.327412875652
CAG,0.015423243058
CAH,0.065590159623
CARR,0.083728872008
CAT,0.391718021373
CBOE,0.045177473153
CBRE,0.080850416822
CCI,0.074004465324
CCL,0.054925232035
CDNS,0.167669795585
CDW,0.036499268372
CEG,0.180084940844
CF,0.025678290358
CFG,0.04048406927
CHD,0.037323520088
CHRW,0.02747772647
CHTR,0.044681545536
CI,0.134767921306
CINF,0.04348872539
CL,0.113150185365
CLX,0.026638305585
CMCSA,0.202720639835
CME,0.170560364387
CMG,0.092011255816
CMI,0.102333989502
CMS,0.038623836992
CNC,0.029070600501
CNP,0.044623594676
COF,0.238187535817
COIN,0.133682680997
COO,0.024025969155
COP,0.206968127897
COR,0.106095709472
COST,0.719411096833
CPAY,0.035881509611
CPB,0.010945394927
CPRT,0.069866076535
CPT,0.02013900155
CRL,0.013577942846
CRM,0.397032960755
CRWD,0.214148845221
CSCO,0.474804866744
CSGP,0.06270604603
CSX,0.115932095588
CTAS,0.123133603226
CTRA,0.031894495758
CTSH,0.05732191872
CTVA,0.080409334082
CVS,0.167935027982
CVX,0.524246932792
D,0.091747151962
DAL,0.0644262848
DASH,0.17637368988
DD,0.057357486344
DDOG,0.080587647476
DE,0.201770022942
DECK,0.026274161654
DELL,0.075053733256
DG,0.039968071343
DGX,0.037582970923
DHI,0.082260831902
DHR,0.221360051207
DIS,0.360735758835
DLR,0.097043253734
DLTR,0.032008846828
DOC,0.023637661044
DOV,0.040380534086
DOW,0.02863958653
DPZ,0.023530438687
DRI,0.039131251925
DTE,0.051682552933
DUK,0.168571132589
DVA,0.008227283614
DVN,0.038912815972
DXCM,0.04662122877
EA,0.079495102407
EBAY,0.072754735643
ECL,0.122429780903
ED,0.063442863312
EFX,0.055563483784
EIX,0.037297408891
EL,0.036312449313
ELV,0.127427432762
EME,0.050860238618
EMN,0.012895167894
EMR,0.129310525442
EOG,0.107679148494
EPAM,0.015096445997
EQIX,0.134254261336
EQR,0.039332389425
EQT,0.059428973289
ERIE,0.014040907747
ES,0.04600925822
